@relation houses

@attribute median_house_value numeric
@attribute median_income numeric
@attribute housing_median_age numeric
@attribute total_rooms numeric
@attribute total_bedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute latitude numeric
@attribute binaryClass {P,N}

@data
269800,6.2984,18,3698,574,2046,614,33.73,N
219700,3.4679,18,3833,1056,2192,996,33.73,N
240400,6.0494,24,2826,547,1738,546,33.72,N
243100,5.2655,28,3109,561,1891,562,33.72,N
264700,5.8252,7,5664,1174,2493,1101,33.67,N
279400,6.1624,26,3527,547,1615,542,33.66,N
330700,6.979,17,4466,640,2166,666,33.67,N
180300,2.8061,14,6090,1338,1974,1248,33.66,N
369100,7.3982,14,3396,477,1542,472,33.68,N
281900,6.2473,24,4177,624,1704,606,33.68,N
332900,6.8039,17,2603,373,1265,382,33.68,N
390800,7.3731,16,4508,598,2221,623,33.68,N
232100,5.5105,26,1616,292,700,241,33.68,N
447700,5.888,13,2902,536,1125,490,33.67,N
397600,5.041,16,3581,780,1644,774,33.67,N
429200,4.355,19,4559,1045,1949,910,33.66,N
442700,4.2289,25,4041,903,1689,784,33.66,N
408300,2.8352,38,2548,646,755,399,33.65,N
273600,4.7245,13,4000,883,1999,881,33.68,N
186900,3.5848,18,2024,462,1047,451,33.68,N
234600,4.2165,15,3141,664,1729,633,33.67,N
216700,3.4899,14,3305,841,2272,769,33.68,N
282200,4.625,19,3808,790,1776,756,33.67,N
350000,4.0385,12,2228,479,1122,488,33.67,N
262500,3.5859,17,1692,427,903,423,33.67,N
252900,3.2353,16,2809,708,1260,638,33.66,N
353100,4.6591,29,1330,293,613,236,33.66,N
268800,3.0625,14,3155,653,951,575,33.66,N
271400,4.3409,11,3969,834,1508,754,33.62,N
477700,10.1154,5,7017,935,2427,867,33.65,N
285400,6.4858,12,5241,985,2048,943,33.68,N
387800,4.8125,34,3712,667,1521,632,33.67,N
279700,4.0121,19,4808,1029,2422,971,33.71,N
237500,2.7614,18,1994,578,3031,577,33.71,N
216700,2.7865,17,1600,458,1803,432,33.71,N
331900,5.3886,23,5554,995,2408,936,33.71,N
285700,6.3047,23,5069,770,2473,769,33.7,N
267800,4.4453,22,8844,1706,4404,1594,33.72,N
302500,6.7418,23,4095,578,1766,589,33.73,N
336900,5.1384,24,6393,1141,2743,1057,33.73,N
261000,5.163,24,5203,957,2465,946,33.72,N
237800,4.6649,24,7141,1330,3418,1268,33.72,N
250900,3.8365,24,2104,421,1181,414,33.73,N
342800,6.7395,26,2236,280,809,282,33.73,N
220800,3.1912,20,3182,884,1770,817,33.73,N
255700,5.5514,26,1787,275,801,270,33.72,N
134800,4.2875,17,2801,649,1473,535,33.72,N
188500,3.628,14,2127,537,1338,475,33.72,N
295600,4.7515,18,6565,1357,3079,1248,33.71,N
302700,7.248,24,3856,567,1741,588,33.7,N
500001,11.5199,3,945,115,337,123,33.69,N
248800,4.625,13,4013,903,1999,859,33.7,N
216400,5.3259,16,1476,294,886,270,33.69,N
350000,1.6705,12,2480,858,1441,788,33.69,N
287800,5.8623,24,2598,443,1184,435,33.71,N
395300,7.7854,15,3244,421,1259,413,33.7,N
271400,6,26,1483,251,738,235,33.71,N
437900,9.5268,13,5126,711,2429,718,33.67,N
169400,4.7821,14,4494,1048,2222,963,33.72,N
188900,4.1862,14,2673,687,1192,656,33.72,N
182500,4.0238,15,1836,490,942,477,33.72,N
295100,5.883,13,4770,969,2261,972,33.7,N
396900,6.0102,12,4014,868,1605,769,33.71,N
380000,6.6188,32,6239,974,2615,950,33.75,N
400000,4.7773,37,997,262,531,282,33.74,N
346400,5.4011,15,2569,812,785,477,33.75,N
500001,4.8482,43,1222,303,565,309,33.74,N
422200,4.6369,44,1671,390,871,367,33.74,N
390500,5.0926,24,1608,314,592,314,33.75,N
495500,4.537,33,2119,524,872,465,33.74,N
457100,4.6528,31,1310,342,563,310,33.74,N
500001,5.0476,32,1258,333,645,334,33.73,N
500001,4.2287,32,2035,520,934,512,33.74,N
485000,4.9044,24,1240,296,513,254,33.72,N
500001,5.1824,32,1179,250,369,209,33.72,N
500001,8.7397,19,1397,271,491,197,33.71,N
500001,5.7704,17,4573,937,1619,796,33.72,N
461600,8.8281,25,4150,570,1424,547,33.71,N
500001,9.8177,22,4311,531,1426,533,33.72,N
401700,9.8346,13,1822,313,643,303,33.73,N
500001,15.0001,14,2665,331,964,319,33.72,N
500001,10.5424,16,4392,602,1490,578,33.73,N
340700,7.1673,14,2021,396,696,367,33.72,N
266100,5.0699,25,2472,450,1301,467,33.73,N
226100,5.2589,17,1875,472,900,406,33.72,N
174500,3.8038,22,5416,1271,2260,1184,33.72,N
62000,1.8015,26,1388,409,515,392,33.77,N
87500,2.1944,26,2461,562,971,544,33.77,N
67500,2.2708,26,2013,551,664,510,33.77,N
68500,1.9074,26,3083,806,960,723,33.77,N
46900,1.4617,25,1995,637,743,597,33.76,N
58500,1.808,26,1625,440,533,414,33.76,N
61300,1.7675,26,5359,1508,1829,1393,33.77,N
54300,1.6111,26,1967,577,692,538,33.76,N
46700,1.2813,26,996,364,366,313,33.76,N
71300,2.0952,27,529,159,193,155,33.76,N
67500,1.7208,27,2301,640,847,627,33.77,N
176000,2.925,26,1876,455,1499,436,33.76,N
186000,4.525,30,3380,722,2269,652,33.75,N
137500,2.7589,26,1382,387,1977,368,33.75,N
316700,6.394,25,2767,346,1148,372,33.74,N
214800,4.25,27,2905,587,1781,561,33.76,N
231200,5.7157,26,2989,479,1596,475,33.75,N
221900,5.742,25,4650,849,2503,790,33.76,N
338800,7.0879,16,2070,263,878,297,33.76,N
235600,5.2001,16,3757,650,1291,614,33.75,N
235800,5.3559,26,2532,421,1274,441,33.74,N
248200,6.128,26,3842,609,1961,595,33.74,N
234100,5.5599,26,3711,610,1902,597,33.73,N
264900,6.0609,25,8110,1264,3613,1232,33.74,N
180000,3.8158,24,3865,802,2670,772,33.75,N
199600,3.3438,37,1264,274,783,273,33.75,N
184400,3.0909,30,1859,462,1314,418,33.75,N
207500,4.7404,29,3443,635,2257,620,33.74,N
240000,4.506,26,4065,741,1960,739,33.74,N
304700,4.4261,16,4636,908,2341,825,33.74,N
248100,4.375,17,5239,1045,2440,985,33.73,N
284900,6.6539,22,4232,624,2408,660,33.73,N
202400,3.1902,29,1312,267,922,255,33.77,N
197400,4.0194,28,3215,652,2066,636,33.76,N
190900,3.369,30,1572,362,1351,359,33.76,N
177700,1.9439,17,2545,737,1468,699,33.76,N
191800,3.3125,22,3024,754,2357,743,33.75,N
150000,2.1375,23,1553,518,1988,474,33.76,N
192500,4.4545,24,1880,405,967,418,33.76,N
210600,5.1345,27,2343,415,1537,426,33.75,N
207500,5.1507,34,2115,352,1253,338,33.77,N
211500,5.0091,33,2683,436,1520,456,33.77,N
195800,3.6289,25,1759,404,1404,385,33.76,N
204100,5.422,33,1387,238,890,264,33.77,N
217500,5.8362,32,1771,296,995,272,33.77,N
191900,3.9855,35,2072,349,1249,317,33.76,N
177700,2.2981,26,2141,597,2038,585,33.76,N
192800,3.4327,24,1324,267,687,264,33.77,N
194200,3.0263,29,1982,503,1426,502,33.76,N
211700,3.5139,28,2401,503,1155,456,33.77,N
179200,2.9083,14,1120,319,982,307,33.76,N
208800,3.0625,12,1250,331,1047,334,33.76,N
221200,3,21,3803,898,1511,829,33.77,N
181300,5.2077,7,586,118,232,107,33.77,N
218900,5.635,27,2000,310,880,294,33.77,N
255900,5.8053,24,3810,579,1818,590,33.77,N
223500,5.0866,32,2980,494,1370,481,33.76,N
294900,7.1572,25,4061,545,1623,527,33.76,N
237600,5.8914,26,5321,889,2932,896,33.79,N
216600,4.1548,32,3191,634,1718,611,33.79,N
223200,5.4372,30,2460,403,1277,395,33.79,N
228900,5.5446,28,3375,559,1754,554,33.78,N
207400,5.9357,19,2648,478,1160,452,33.78,N
257500,5.1061,26,2001,302,836,298,33.78,N
233100,6,26,2343,377,1166,373,33.78,N
270100,6.6453,25,3554,528,1600,537,33.78,N
259400,5.8426,26,3642,557,1623,569,33.78,N
247100,5.7705,25,3715,575,1640,572,33.78,N
369400,6.0553,29,3675,613,1457,591,33.8,N
384500,7.1221,34,3486,507,1311,503,33.8,N
376200,7.6144,34,2840,395,1127,396,33.79,N
342700,6.6137,26,2146,298,852,296,33.78,N
362400,5.8283,34,2473,383,967,353,33.79,N
360100,6.6312,31,4231,617,1694,623,33.79,N
372000,5.5767,34,2287,347,1051,346,33.78,N
364700,6.9324,30,2879,403,1109,414,33.78,N
340100,5.0102,25,5321,967,1969,903,33.78,N
240400,6.1142,23,6368,1030,3281,1001,33.79,N
258000,5.7837,23,2663,430,1499,403,33.79,N
193800,5.875,24,84,14,32,8,33.8,N
359600,8.4952,16,2956,393,1379,429,33.8,N
219500,5.32,16,4021,701,1488,650,33.8,N
390900,8.7015,18,3414,434,1272,454,33.78,N
353500,6,25,3112,435,1098,401,33.78,N
359100,6.6264,25,2356,330,937,326,33.78,N
355600,7.3463,22,4048,562,1637,541,33.78,N
245100,5.0261,33,2685,466,1359,476,33.8,N
196900,4.8,21,2196,504,1215,477,33.8,N
320700,6.4288,26,4422,624,1936,625,33.79,N
212500,4.1379,22,1892,442,1015,404,33.8,N
195300,3.6217,20,1379,333,937,304,33.8,N
193100,3.6442,17,2439,554,1161,532,33.8,N
277400,3.2465,19,1863,355,1260,317,33.79,N
256000,4.5395,21,6623,1204,3193,1129,33.84,N
329700,6.983,21,4890,653,2295,654,33.84,N
320700,4.6681,19,4526,830,2318,748,33.83,N
273900,5.844,26,4105,637,2072,648,33.82,N
201900,4.055,20,1488,312,972,283,33.83,N
159600,5.123,25,1548,279,732,265,33.82,N
190900,4.5833,25,2637,462,965,415,33.82,N
263000,5.4216,25,3497,513,1839,544,33.81,N
398800,8.5407,22,2711,352,1305,368,33.81,N
218200,3.8792,22,1391,338,810,295,33.8,N
237500,3.3155,21,1189,281,577,264,33.81,N
244400,5.6093,17,1851,346,770,310,33.82,N
245300,3.6815,17,2178,477,1077,457,33.82,N
318500,6.0162,20,2662,464,1275,472,33.82,N
258300,4.7466,19,2485,437,1286,431,33.82,N
260000,3.2933,16,1139,328,665,290,33.83,N
198400,4.225,34,3203,653,2072,691,33.83,N
229600,4.625,25,3030,532,1668,509,33.83,N
132800,3.175,25,768,195,529,184,33.83,N
226400,4.53,22,5290,1054,2812,1021,33.83,N
286700,5.7018,24,4316,678,2286,665,33.83,N
343900,4.88,21,3941,655,1897,670,33.83,N
386700,8.6123,21,2997,372,1323,372,33.82,N
163800,3.8512,17,1973,516,1112,501,33.83,N
213400,4.6458,24,3983,675,1568,638,33.82,N
241000,5.8527,22,4057,624,2204,643,33.81,N
216100,5.6846,27,2990,515,1849,497,33.81,N
234600,5.2542,26,2523,437,1377,450,33.81,N
237400,5.7089,26,3635,567,1779,543,33.81,N
289300,4.535,19,1795,328,1014,322,33.86,N
279200,5.6094,24,2233,347,1162,355,33.85,N
315900,5.777,23,3132,469,1646,478,33.85,N
313100,6.1737,25,2856,388,1212,362,33.85,N
328500,7.5057,18,3628,546,1922,544,33.85,N
344400,3.8426,16,1831,390,1347,389,33.85,N
208600,4.9803,29,3963,772,2104,743,33.83,N
215600,3.9628,29,3740,691,1724,638,33.84,N
196000,4.0156,28,3857,857,2328,830,33.84,N
217600,3.1497,26,3616,892,2257,821,33.83,N
204500,3.7885,21,2052,456,1173,432,33.82,N
192300,4.1591,10,3897,893,1992,693,33.82,N
190100,4.4583,18,5238,1083,3032,1065,33.81,N
200900,5.1155,34,3482,614,2227,641,33.81,N
220700,5.6677,26,2342,383,1290,394,33.86,N
213000,5.3416,31,1922,329,1030,353,33.85,N
203700,4.0865,30,2320,448,1434,452,33.85,N
224100,3.9156,23,5495,1141,2873,1004,33.85,N
209300,3.8864,29,2064,447,1265,400,33.85,N
195200,4.6326,29,3061,612,2396,640,33.85,N
188000,4.5083,34,1078,205,575,206,33.85,N
194200,3.4306,29,2307,452,1218,402,33.86,N
202100,4.5,28,4097,838,2112,803,33.84,N
213400,5.1775,35,4166,713,2354,709,33.84,N
214100,4.4821,35,3473,563,2091,580,33.84,N
226400,5.4746,30,4781,831,2568,797,33.84,N
187200,3.4167,36,1138,228,725,219,33.86,N
212600,4.9777,34,1948,306,957,304,33.85,N
197200,4.0455,33,2053,418,1154,405,33.85,N
203000,3.875,32,1162,196,563,178,33.86,N
192600,5.2548,35,1661,272,949,276,33.85,N
207000,5.103,34,2079,343,1379,352,33.84,N
195100,4.0039,30,1549,325,885,299,33.84,N
165100,2.8169,29,2641,637,2413,619,33.84,N
185700,3.139,25,6348,1615,4188,1497,33.87,N
178000,3.0252,20,3540,906,2898,876,33.86,N
268100,4.7083,28,1624,289,755,280,33.88,N
269600,3.369,19,1434,391,1088,341,33.88,N
159400,4.2422,15,2298,567,1261,527,33.88,N
161100,3.9559,42,1461,302,986,314,33.88,N
170800,2.735,18,2628,720,2276,649,33.88,N
174000,3.1205,16,1689,499,1260,453,33.87,N
165600,2.95,13,2086,544,1356,462,33.87,N
217000,3.0147,17,2334,537,1662,535,33.87,N
161900,3.59,34,1239,307,869,291,33.87,N
176100,2.9,20,2303,612,1607,564,33.86,N
393700,7.1425,18,2939,437,1278,435,33.89,N
240600,6.6704,25,3401,509,1503,498,33.88,N
160500,4.5033,21,5195,1020,2539,988,33.89,N
347800,8.5621,23,2111,306,979,288,33.89,N
181800,5.1315,17,1851,344,764,339,33.89,N
137500,2.8649,17,1740,445,1158,412,33.89,N
185100,5.0731,9,1344,279,530,265,33.88,N
218500,6.2427,11,1454,247,635,236,33.88,N
367400,9.0683,15,3801,542,1992,526,33.89,N
321600,6.0394,16,2003,300,1172,318,33.88,N
462800,10.2252,14,923,136,420,130,33.89,N
143800,1.7083,33,1849,384,218,92,39.17,P
124000,2.1987,30,2979,583,316,124,39.09,P
170000,1.1912,22,2213,372,98,42,39.15,P
200000,4.1316,15,2146,361,197,76,39.12,P
171900,3.0375,25,2171,386,248,116,39.14,P
127800,3.9722,21,2484,460,309,144,39.14,P
146900,3.6563,18,1703,360,354,163,39.17,P
145800,2.9125,32,1684,359,454,209,39.17,P
176600,5.75,25,1669,348,163,78,39.15,P
283300,4.1016,14,1382,242,141,66,39.2,P
179200,3.5667,17,2839,525,390,189,39.18,P
360000,5.5456,18,3824,559,241,106,39.19,P
213200,3.9375,17,1480,241,202,80,39.19,P
196900,3.087,20,1703,294,409,174,39.2,P
158300,4.5795,18,2245,392,421,162,39.21,P
153300,3.1193,21,3005,574,385,150,39.24,P
146900,4.8182,19,1746,306,251,104,39.23,P
169500,4.962,20,3729,614,365,152,39.24,P
163500,3.01,21,2459,525,584,233,39.25,P
123800,2.65,30,2369,469,510,213,39.24,P
154500,4.1364,24,2237,491,264,95,39.27,P
99300,1.7609,24,1602,426,751,257,39.24,P
93600,3.0057,22,2309,571,919,342,39.24,P
225000,1.8269,32,1347,444,825,303,39.24,P
139300,2.6023,26,1930,391,307,138,39.26,P
146800,3.653,13,7689,1415,3264,1198,38.98,P
101000,2.8155,30,806,189,326,146,39.02,P
118200,2.2917,19,1048,262,493,184,39.12,P
97700,2.6319,15,1117,242,551,229,39.02,P
143000,2.5373,18,6501,1416,2954,1373,38.91,P
138400,2.4273,27,3436,755,1568,709,38.9,P
184300,4.2917,17,7635,1284,3096,1227,38.88,P
139000,2.6701,41,3471,753,1680,710,38.89,P
122200,1.7375,52,1280,281,523,266,38.9,P
239400,5.2903,20,2024,313,879,309,38.89,P
216500,3.3802,17,3949,717,1683,686,38.86,P
128100,3.0917,48,1127,188,530,186,38.87,P
193100,4.2723,23,1654,299,787,299,38.91,P
220100,6,10,2509,422,1037,389,38.85,P
237100,5.1721,17,3353,463,1417,447,38.74,P
287800,6.4789,15,10282,1333,3868,1300,38.77,P
276600,8.4882,27,771,108,315,111,38.75,P
236500,4.2143,22,2750,433,1161,428,38.84,P
233000,5.07,22,1816,278,832,278,38.82,P
217500,4.1685,20,2104,370,745,314,38.8,P
277800,6.1642,13,3480,528,1432,532,38.78,P
220100,5.1857,18,2541,414,1276,405,38.8,P
239200,3.1583,16,1608,296,792,286,38.76,P
264400,4.3962,11,4552,639,2006,623,38.75,P
394000,6.5322,14,2028,255,781,251,38.76,P
334800,7.7499,11,4897,636,1931,616,38.73,P
273100,6.0302,16,1584,264,613,226,38.73,P
247600,4.7941,16,2807,459,1201,429,38.75,P
229600,5.4896,5,9137,1368,3667,1294,38.75,P
203700,4.9,12,3605,576,1556,549,38.72,P
154900,2.6065,19,3869,887,2086,685,38.74,P
172100,5.3451,14,3323,499,1527,540,38.73,P
135900,3.3941,22,7173,1314,3526,1316,38.74,P
267400,5.419,6,4223,672,1747,631,38.73,P
198700,6.0804,6,4664,644,2105,663,38.72,P
179400,4.485,10,7277,1168,3507,1131,38.72,P
128500,2.5083,21,4812,1117,1985,1045,38.75,P
134700,4.05,33,4384,778,1775,789,38.74,P
139200,3.6455,9,5558,1099,2717,1043,38.73,P
220100,3.141,21,2253,416,1050,411,38.73,P
186300,4.3897,14,1449,228,670,232,38.74,P
129200,4.0519,7,4185,750,2147,706,38.75,P
86300,2.655,36,3903,885,2313,804,38.75,P
83800,2.108,52,493,89,189,94,38.75,P
87900,2.3611,41,4374,1039,2387,959,38.74,P
169300,4.2259,3,20214,3559,8361,3112,38.77,P
101900,2.1366,47,2901,631,1276,578,38.76,P
85300,2.7188,43,1292,307,647,249,38.75,P
187500,6.0097,12,1198,174,443,170,38.76,P
201400,5.8718,6,3819,550,1738,587,38.77,P
147900,3.816,7,9003,1739,4445,1591,38.8,P
141100,3.5288,11,1851,352,1049,369,38.78,P
136500,0.8691,18,549,143,249,136,38.78,P
142600,2.0807,13,3813,871,1513,783,38.78,P
218000,6.3914,8,3418,514,1312,409,38.78,P
217300,5.4498,5,12259,1643,4819,1582,38.82,P
188700,5.5205,14,5094,729,1974,705,38.8,P
173200,3.7904,15,2615,485,1063,428,38.79,P
110200,3.1875,23,1419,261,706,269,38.79,P
92000,2.2292,45,907,176,463,190,38.79,P
124800,3.5265,11,2521,521,1390,477,38.8,P
209400,6,20,3118,500,1405,519,38.87,P
151900,3.5607,21,3691,640,1758,603,38.83,P
139400,4.4085,8,4114,710,2268,716,38.85,P
124400,2.9484,15,4488,859,2114,805,38.83,P
162700,4.0862,19,3568,646,1714,590,38.85,P
126400,4.0282,16,3155,541,1630,540,39,P
82100,2.7083,16,1210,228,726,222,38.97,P
192600,4.4958,19,2531,461,1206,429,38.92,P
191400,4.4769,16,2094,358,1092,357,38.87,P
108700,3.1691,45,2019,394,1104,407,38.9,P
93600,2.7656,31,1297,259,765,240,38.9,P
110800,3.3889,10,653,120,407,146,38.89,P
99300,3.4706,23,1750,297,1012,315,38.89,P
91300,2.9866,45,1529,317,793,281,38.89,P
111300,2.8194,9,5927,1269,3369,1176,38.89,P
212000,4.6771,16,2069,312,889,299,38.92,P
135500,3.0321,21,4064,871,1847,859,38.92,P
190500,4.0679,24,2558,423,1149,403,38.91,P
125000,1.0179,42,410,117,706,112,38.94,P
164000,4.515,15,5301,884,2335,831,38.92,P
158800,3.3021,34,2144,372,899,378,38.92,P
220600,4.3553,15,4145,691,1872,680,39,P
196300,4.5129,16,2544,431,1199,412,38.95,P
158600,1.8238,14,3888,890,1830,844,38.95,P
55300,2.1287,17,1475,403,943,363,38.95,P
212800,4.7019,14,2267,355,1140,369,38.98,P
201900,4.8214,12,3676,550,1572,510,38.97,P
191900,5.2536,13,1467,221,688,231,38.97,P
192300,5.0126,16,1106,195,505,187,39,P
156100,2.7463,18,1931,380,1271,377,38.95,P
167700,2.4278,14,4239,824,1729,794,38.93,P
150700,4.7143,14,1710,294,839,297,38.94,P
153200,2.75,22,1931,445,1009,407,38.95,P
166800,2.3696,17,2289,450,1182,397,39.04,P
162900,3.6354,17,3403,661,1540,622,38.99,P
174300,4.8051,21,4059,730,1874,693,39,P
185400,3.9734,17,4786,799,2066,770,39.01,P
312500,10.9891,4,170,23,93,27,39,P
142700,3.9196,25,2691,598,964,373,39.18,P
128900,2.8603,17,1819,389,736,283,39.15,P
118800,3.0147,15,4126,903,723,266,39.27,P
175000,3,16,868,178,44,21,39.3,P
141300,4.0819,14,10098,1545,701,254,39.28,P
244000,3.3699,22,8259,1409,845,353,39.2,P
139100,2.5326,24,2069,436,909,374,39.12,P
148000,3.0403,20,4570,906,2125,815,39.08,P
151500,3.1972,8,3758,717,1744,661,39.05,P
87800,1.8914,25,2220,511,912,449,39.93,P
83500,2.8125,26,2023,385,922,365,39.93,P
70900,2.0221,20,1511,328,791,320,39.9,P
81900,2.8812,23,2679,546,1424,529,39.93,P
96600,3.5417,20,1349,238,601,203,39.95,P
118800,2.9559,15,1666,351,816,316,39.96,P
102500,2.6458,35,383,92,202,72,40.02,P
88200,2.2656,23,1017,218,387,152,39.9,P
102000,2.1216,15,1291,283,582,242,39.78,P
130500,2.2019,15,3763,784,717,348,39.72,P
126500,3.9583,9,1955,398,294,122,39.82,P
83000,2.5893,8,1116,214,27,39,39.75,P
88800,2.2101,16,2534,557,638,244,39.86,P
71900,2.5156,18,1234,266,543,201,39.79,P
100000,2.375,11,513,104,204,86,39.78,P
55900,1.7829,47,2149,456,965,419,39.8,P
75900,2.2717,18,3406,673,1567,617,39.83,P
92800,2.1667,10,1262,258,510,209,39.82,P
82500,3.0625,19,785,151,366,140,39.8,P
89200,2.2132,22,1334,261,597,222,40.17,P
69600,2.2067,24,1629,313,641,274,40.08,P
58000,1.5774,31,3127,664,1345,580,40.14,P
75000,1.625,38,725,190,219,115,40.01,P
89400,2.9554,19,897,180,276,110,40.13,P
67500,2.625,25,958,245,28,16,40.27,P
93600,3.5962,36,1597,301,632,262,40.31,P
77100,2.1524,21,3229,667,1501,582,40.29,P
193800,5.8453,10,1572,232,247,104,40.23,P
137500,1.6944,11,919,199,69,43,40.19,P
143800,3.4844,23,1127,225,215,85,40.23,P
113400,3.6477,15,1717,336,501,206,40.3,P
111500,1.6875,17,1944,394,384,172,40.29,P
145200,3.3462,14,5156,880,616,281,40.25,P
87800,2.5469,38,1214,254,723,236,34,N
92900,2.9688,42,1178,261,804,283,33.99,N
88900,2.4306,36,730,155,476,142,34,N
90600,3.025,41,1248,278,770,250,34,N
105100,3.3622,19,4592,895,2769,838,34,N
124200,3.6415,15,1386,247,703,185,34.01,N
123800,3.3687,45,2881,514,1470,515,34,N
141700,2.7054,52,1797,332,905,313,33.99,N
101600,2.0284,52,2274,571,1167,504,33.98,N
169100,3.145,37,2337,452,948,437,33.98,N
125000,3.0694,24,950,183,383,182,33.97,N
96700,2.1151,43,2862,772,1878,675,33.98,N
155000,1.6389,29,1157,297,2027,253,33.97,N
162500,2.1528,10,642,176,462,186,33.98,N
95800,1.1194,27,1342,547,844,484,33.98,N
114200,1.685,44,917,224,666,220,33.99,N
82300,2.0436,46,1680,453,1570,435,33.98,N
92400,2.5804,34,3676,697,2653,682,33.97,N
79900,1.4514,38,1156,241,877,200,33.97,N
84800,1.95,40,1166,250,976,244,33.97,N
125000,2.025,52,201,44,130,24,33.98,N
112500,2.6071,45,131,28,89,31,33.99,N
85900,1.6943,31,4163,1242,3928,1076,33.98,N
122500,3.024,27,3960,886,2807,838,33.97,N
82200,2.7596,32,1625,335,1212,327,33.97,N
80700,2.4667,33,2070,469,1851,467,33.98,N
216600,7.2519,33,3974,548,1398,528,33.96,N
235200,8.2405,25,2396,316,951,314,33.96,N
204800,7.6632,28,1650,210,557,211,33.95,N
219600,6.6635,14,9286,1269,3565,1238,33.94,N
315200,8.5326,7,9376,1181,3570,1107,33.92,N
136200,4.3176,52,3307,553,1269,529,33.97,N
150000,2.6895,30,2953,703,1406,580,33.97,N
129300,3.2917,52,1992,345,948,358,33.96,N
125500,3.575,51,1806,322,709,298,33.96,N
117900,3.4044,48,1915,348,1060,376,33.97,N
148900,5.0194,38,1383,238,649,232,33.97,N
134800,3.8618,41,1707,276,660,269,33.97,N
118800,2.3798,32,2837,617,1393,595,33.96,N
123400,3.864,24,4481,901,2398,823,33.96,N
157800,4.337,34,2316,365,956,389,33.97,N
112500,12.5381,29,124,22,50,18,33.96,N
116500,3.8682,28,3747,651,2399,646,33.96,N
115300,3.7344,31,914,177,556,161,33.95,N
111500,3.1384,46,2189,423,866,389,33.95,N
117300,2.4408,32,1979,491,954,444,33.95,N
132100,2.9583,37,1586,283,675,305,33.95,N
123900,3.0542,37,1462,257,849,287,33.95,N
110800,2.8173,32,4251,848,2494,798,33.95,N
98100,2.7452,33,2275,469,1691,459,33.96,N
112700,3.0208,27,2341,418,1272,415,33.96,N
133800,3.4491,30,3153,623,1544,575,33.96,N
122900,3.1667,36,1380,269,598,262,33.95,N
120700,4.125,35,1599,284,721,287,33.95,N
121400,1.1601,43,633,166,292,135,33.95,N
114400,4.0833,49,2527,461,1344,451,33.96,N
142600,4.3542,32,2215,351,771,311,33.95,N
140100,4.0966,20,1682,296,706,291,33.94,N
136800,4.0625,21,2468,380,1164,385,33.94,N
127900,4.8333,26,3014,494,1832,485,33.93,N
109100,3.7109,35,3306,680,1742,673,33.95,N
82700,3.0509,30,1198,251,1019,214,33.94,N
81300,2.2222,35,1468,298,1168,261,33.93,N
89300,4.0156,35,793,150,669,128,33.93,N
112000,3.5865,37,987,187,551,191,33.94,N
116000,3.1458,42,943,171,466,203,33.94,N
117600,2.87,33,2074,476,911,420,33.94,N
112500,3.25,29,3181,714,1603,706,33.94,N
125600,3.1795,32,2885,595,1509,590,33.93,N
118500,2.4435,22,4179,1081,2096,1013,33.94,N
113500,3.5403,26,2420,532,1383,469,33.94,N
113900,4.1528,35,1764,325,1094,353,33.94,N
104500,4.0526,36,2284,444,1425,405,33.95,N
113300,4.5122,36,2386,396,1176,374,33.93,N
129300,2.1865,15,4836,1368,3012,1240,33.93,N
109400,2.4922,31,1273,262,686,254,33.93,N
116000,4.6327,34,1577,272,880,284,33.93,N
103700,2.1023,12,3539,869,1987,859,33.94,N
114100,3.9118,32,2349,452,1479,425,33.94,N
126900,3.9128,30,2992,516,1521,507,33.94,N
118700,4.1776,32,1814,320,903,306,33.94,N
129900,4.375,33,1371,236,715,227,33.93,N
113900,3.2731,20,5998,1320,3185,1199,33.93,N
110800,3.0437,33,2433,525,1466,517,33.92,N
121400,3.7333,29,2320,422,1358,415,33.91,N
113300,2.2548,35,2552,588,1840,551,33.92,N
113700,2.3851,25,2886,583,2327,577,33.92,N
314100,3.6667,32,1263,178,508,180,33.9,N
148700,4.2788,23,4487,754,2609,778,33.9,N
138000,4.3222,15,14281,2511,7540,2245,33.91,N
193800,7.7197,4,80,10,55,13,33.89,N
87800,2.7083,25,1858,366,1311,331,34.01,N
92000,2.6442,34,1231,216,841,199,34.01,N
