@relation house_8L.arff

@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute binaryClass {P,N}

@data
94,0,0.53719,0.829787,0,0,5.5375,0,P
110,0,0.448669,0.7,0,0.1875,5.56044,1,P
11208,0.046189,0.51484,0.768826,0.024358,0.5,5.99361,0.318841,N
2660,0.01032,0.564402,0.816917,0.069173,0.322581,5.874943,0.08,N
178,0,0.470167,0.679775,0,0,6.335821,0,P
440,0.005698,0.51567,0.713636,0,0.19697,5.555556,0.923077,P
862,0,0.434957,0.646172,0.116009,0.212963,5.435127,0.695652,P
356,0.00107,0.478075,0.738764,0,0.25,5.660714,0.333333,P
805,0.007782,0.449694,0.621118,0.001242,0.074074,4.645872,0.833333,N
237,0.001567,0.520376,0.763713,0,0.1,6.089888,1,P
810,0.00092,0.455382,0.7,0.002469,0.052632,6.249551,0.333333,P
549,0.002347,0.398279,0.604736,0,0.358974,5.88191,0.892857,P
120,0,0.489796,0.7,0,0.142857,6.424242,1,P
277,0,0.472754,0.67509,0,0.037037,5.793103,0.5,P
1290,0.0065,0.475395,0.685271,0.002326,0.170732,5.461165,0.476191,P
184,0.004158,0.469855,0.777174,0.027174,0.269231,6.152439,1,P
2254,0.001264,0.426285,0.815439,0.015084,0.033311,4.377208,0.29,P
1015,0.025213,0.595079,0.872906,0.037438,0.464286,7.491209,0.153846,N
1017,0.002212,0.504056,0.691249,0,0.129032,6.390947,0.75,P
403,0.007428,0.425255,0.615385,0.002481,0.212766,5.93007,0.8,P
11001,0.00844,0.465025,0.630215,0.003,0.101025,6.117053,0.304348,P
14,0,0.607143,0.5,0.357143,0,6.454546,0,P
415,0.018481,0.560208,0.983133,0.20241,0,3.666667,0,P
344,0.001088,0.515778,0.793605,0,0.259259,5.53876,0.428571,P
49,0.007143,0.514286,0.816327,0,0.285714,6.444444,0.5,P
120,0,0.388554,0.733333,0.708333,0,5.830986,0,P
173,0,0.498938,0.780347,0,0.125,6.092199,1,P
6126,0.007329,0.528032,0.647405,0.033464,0.217899,6.385513,0.535714,P
177,0,0.50497,0.728814,0,0.078947,5.363014,0.666667,P
46274,0.034579,0.491564,0.567425,0.009336,0.153757,6.257378,0.170455,N
1271,0.000695,0.470813,0.616837,0.097561,0.078431,6.351964,0.875,P
826,0.002563,0.403895,0.605327,0.001211,0.333333,6.496785,0.8,P
1318,0.098858,0.559495,0.691958,0.002276,0.079341,4.618486,0.754717,P
65,0,0.469799,0.630769,0,0,4.9375,0,P
675,0.000552,0.471011,0.714074,0,0.04,6.027273,1,P
2368,0.002367,0.471255,0.690456,0.000422,0.247525,6.660689,0.8,P
3230,0.003103,0.519783,0.663468,0.003406,0.172131,6.212063,0.428571,P
2841,0.004982,0.505506,0.768391,0.000704,0.280488,6.295359,0.217391,N
58,0,0.476923,0.551724,0,0.25,5.959184,1,P
2667,0.003674,0.491768,0.760405,0.001125,0.203252,6.228965,0.4,P
1103,0.006575,0.54991,0.865821,0.001813,0.4,6.647929,0.625,N
549,0.002538,0.51269,0.788707,0.003643,0.05,6.009009,1,P
505,0.002364,0.460205,0.706931,0,0.113636,6.117486,0.2,P
87,0,0.478723,0.609195,0,0.5,5.69697,1,P
3949,0.002745,0.408685,0.647759,0.386933,0.12766,5.977084,0.270833,P
2467,0.002946,0.548527,0.793677,0.001621,0.305556,6.691667,0.5,N
2144,0.001196,0.495713,0.677705,0,0.286957,6.10902,0.757576,P
5419,0.01174,0.516897,0.689426,0.004429,0.233668,5.768784,0.129032,N
1456,0.004519,0.477278,0.725962,0.000687,0.203704,6.096872,0.363636,P
133,0.002967,0.459941,0.661654,0,0.208333,4.895238,0.8,P
1784,0.006324,0.539686,0.762332,0.006166,0.412698,6.426312,0.461539,P
257,0,0.461322,0.762646,0.190662,0.047619,5.776699,1,P
5207,0.017064,0.308093,0.499136,0.058575,0.134948,6.478924,0.410256,P
113,0,0.463504,0.761062,0.00885,0,6.076923,0,P
3100,0.005135,0.52451,0.769677,0.064194,0.136986,6.617659,0.3,N
403,0,0.438689,0.620347,0.111663,0.131579,5.711628,0.8,P
9667,0.003352,0.449374,0.619117,0.047792,0.124656,6.070464,0.669118,P
4898,0.003177,0.477458,0.725398,0.309718,0.157424,5.97717,0.454546,P
765,0.001091,0.521549,0.724183,0.001307,0.28125,5.83165,1,P
504,0.005706,0.551355,0.896825,0.017857,0.6,7.910931,0.666667,N
200,0.001901,0.532319,0.805,0,0.5,6.047337,0,P
396,0,0.51379,0.694444,0.002525,0.166667,6.420339,0.333333,P
60,0,0.434483,0.683333,0,0.166667,5.54902,1,P
251,0.005059,0.473862,0.709163,0,0.5,6.644352,0.333333,N
2187,0.00179,0.496818,0.621856,0.010517,0.219101,6.846386,0.25641,P
432,0,0.451827,0.722222,0,0.226191,5.422018,0.789474,P
63,0,0.485294,0.587302,0,0.052632,5.649123,1,P
29,0.023256,0.383721,0.724138,0,0.25,6.52,1,P
3135,0.001935,0.500193,0.701435,0.016268,0.193878,5.998729,0.684211,P
20292,0.006278,0.443694,0.639809,0.122561,0.12243,4.974539,0.345257,N
1397,0.008216,0.470448,0.742305,0.000716,0.209677,5.371202,0.384615,P
1817,0.007315,0.591789,0.628509,0.005504,0.027406,5.343722,0.121951,N
135,0.008772,0.526316,0.711111,0.059259,0.333333,5.735632,0.5,P
211,0.001605,0.486356,0.824645,0.42654,0.171429,5.732919,1,P
266,0,0.381841,0.733083,0.766917,0.035714,5.601064,1,P
3818,0.008419,0.386062,0.643007,0.014405,0.206972,5.611722,0.589474,P
204,0.002037,0.466395,0.710784,0,0,5.933333,0,P
29639,0.015206,0.507008,0.689328,0.349135,0.167873,6.44967,0.373563,P
1917,0.001387,0.511292,0.707355,0.001043,0.154696,6.908549,0.642857,P
2423,0.015778,0.553615,0.713991,0.013207,0.178082,6.491931,0.461539,N
782,0.00046,0.424033,0.746803,0.047315,0.234234,5.249578,0.692308,P
4079,0.011739,0.366385,0.553322,0.002942,0.159159,6.071854,0.679245,P
132,0.027174,0.423913,0.719697,0.325758,0.071429,6.443299,0,P
1405,0.002351,0.506008,0.782918,0,0.147436,5.748971,0.826087,N
472,0.005535,0.50738,0.588983,0.182203,0.107143,5.866953,1,P
3084,0.003345,0.48063,0.684176,0.00454,0.275,5.584494,0.443182,P
2396,0.002878,0.475787,0.66778,0,0.105263,6.406714,0.428571,P
102,0,0.469388,0.72549,0,0,6.3,0,P
864,0.00169,0.460921,0.743056,0.001157,0.181818,5.95022,0.5,P
334,0.005045,0.478305,0.778443,0.005988,0.217391,5.42449,0.4,P
111,0,0.492355,0.783784,0.27027,0.2,5.373737,0.666667,P
7833,0.056581,0.589432,0.617771,0.028342,0.130693,7.354237,0.227273,N
1212,0.001795,0.480551,0.74505,0,0.259259,6.386041,0.428571,P
544,0.000908,0.51317,0.772059,0.009191,0.233333,6.166667,0.428571,N
338,0.005297,0.548729,0.843195,0,0.291667,5.844523,0.571429,P
1506,0.011253,0.550106,0.879814,0.216468,0.38806,5.844395,0.730769,N
6643,0.007711,0.46136,0.653169,0.032666,0.033141,5.849524,0.434783,N
403,0.004955,0.511397,0.741936,0.044665,0.210526,5.963934,0.75,P
519,0,0.446976,0.643545,0,0.130435,5.930091,0,P
72,0,0.475309,0.597222,0,0,4.967742,0,P
8,0,0.272727,0.375,0,0.117647,5.571429,1,P
133,0,0.508251,0.669173,0,0.170732,5.155556,0.571429,P
120,0,0.546032,0.766667,0,0.25,6.114286,0,P
65,0,0.433526,0.784615,0,0,6.490566,0,P
1269,0.001362,0.440736,0.624114,0,0.176471,5.982684,0.866667,P
1549,0.000932,0.5331,0.820529,0.002582,0.178218,5.8897,0.666667,P
70,0,0.597315,0.771429,0,0.025,5.344828,0,P
56,0.006623,0.443709,0.660714,0,0,5.387755,0,P
274,0.134715,0.613126,0.59854,0,0.04662,4.887097,0.55,N
335,0,0.479143,0.728358,0.002985,0.1,6.361868,1,P
261,0,0.483099,0.708812,0.371648,0.135135,5.229268,0.4,P
547,0.004006,0.438301,0.64351,0.001828,0.166667,6.063939,0.571429,P
209,0.004237,0.508475,0.660287,0,0.117647,6.426752,0.75,P
4936,0.047017,0.561778,0.729943,0.051054,0.354037,6.742658,0.175439,N
219,0.001818,0.525455,0.716895,0.018265,0.111111,5.62987,0,P
1087,0.002175,0.506343,0.694572,0,0.163636,5.856703,0.777778,P
16,0,0.606061,0.5625,0,0.052632,6.625,1,P
246,0,0.496743,0.686992,0.004065,0,6.047059,0,P
2033,0.009875,0.466958,0.703886,0.017708,0.240741,5.974138,0.307692,N
194,0,0.446914,0.701031,0,0.127273,6.513967,0.714286,N
25,0,0.530303,0.88,0,0,6.333333,0,P
29,0,0.555556,0.689655,0,0.25,6.230769,0,P
203,0.001454,0.454942,0.871921,0,0.027027,5.283871,1,P
282,0.006231,0.44081,0.641844,0,0.068966,5.169312,0.5,P
240,0,0.414313,0.608333,0,0.238095,6.051814,0.2,P
136,0,0.472669,0.661765,0,0.2,5.36036,1,P
31,0,0.360825,0.709677,0.032258,0.222222,5.481482,1,P
1566,0.010169,0.552577,0.791188,0.067688,0.202247,5.931599,0.444444,N
1365,0.00344,0.506021,0.704762,0,0.070175,6.128505,0.5,N
260,0.003711,0.400742,0.592308,0.003846,0.090909,6.086124,1,P
108,0.009524,0.542857,0.509259,0,0.105263,5.589286,0.5,P
53,0,0.52027,0.773585,0,0,6.318182,0,P
43,0,0.4,0.511628,0,0,5.538462,0,P
1733,0.001249,0.41332,0.683785,0.99019,0.074627,5.717718,0.5,P
56,0,0.529412,0.767857,0.035714,0.5,6.183674,0,N
3152,0.010769,0.529291,0.707487,0.054886,0.331081,6.814634,0.408163,N
115,0,0.510972,0.8,0,0,6.10101,0,P
1075,0.004805,0.424987,0.79814,0.018605,0.101563,5.372093,0.538462,P
11,0,0.754386,0.909091,0,0,4.1,0,P
723,0,0.452303,0.691563,0.012448,0.192308,5.998211,0.6,P
1021,0.009993,0.557735,0.829579,0.006856,0.434783,6.658824,0.1,N
176,0,0.467742,0.767046,0,0.333333,5.82,0.5,P
1047,0.029945,0.4231,0.948424,0.285578,0,5.888889,0,N
353,0.007718,0.512679,0.74221,0.07932,0.6,5.882076,0.166667,P
595,0,0.483271,0.754622,0,0.214286,5.745798,0.333333,P
81,0,0.466667,0.703704,0.333333,0,5.264706,0,P
2588,0.110917,0.560298,0.657264,0.145672,0.483444,6.145833,0.232877,N
112,0,0.489933,0.6875,0,0.4,6.322222,0.5,P
753,0.002006,0.520562,0.768924,0,0.086957,5.740741,0.25,P
60,0,0.474684,0.7,0.133333,0.071429,5.155556,1,P
38,0,0.359551,0.605263,0,0.125,4.833333,0,P
105,0,0.510274,0.714286,0.561905,0.333333,5.511628,1,P
156,0.020501,0.489749,0.75641,0.025641,0.423077,6.424779,1,P
3276,0.005068,0.511466,0.650488,0.006716,0.057919,6.030521,0.707965,N
16,0,0.521739,0.75,0,0.4,6.875,0.5,P
25174,0.06251,0.559681,0.802852,0.008898,0.557014,6.535551,0.306333,N
907,0.003243,0.447912,0.730981,0.325248,0.073684,5.457143,0.714286,P
23805,0.027339,0.314125,0.692292,0.002437,0.217335,7.115041,0.380952,N
932,0.018774,0.564648,0.908798,0.015022,0.466667,8.132597,0.714286,N
2159,0.004649,0.50988,0.68226,0.033349,0.141509,6.582138,0.533333,P
888,0.015873,0.488095,0.808559,0.004505,0.088235,6.37766,0,P
177,0,0.445476,0.661017,0,0.1,5.716418,1,P
857,0.003332,0.494051,0.638273,0.003501,0.12766,6.89505,0.666667,N
281,0.001468,0.452276,0.683274,0,0.2,6.371795,0.8,P
46,0.009259,0.472222,0.652174,0.434783,0,5.432432,0,P
1925,0.011689,0.624713,0.641039,0.007792,0.191011,5.386905,0.352941,N
208,0.005128,0.333333,0.677885,0,0.053691,4.147208,0.5,P
623,0.015348,0.571429,0.76244,0.008026,0.241379,7.379877,0.571429,N
289,0,0.503937,0.768166,0,0.327869,5.360324,0.6,P
258,0.00419,0.502793,0.775194,0,0.133333,5.57,0.5,P
127,0.002916,0.428571,0.716535,0,0.064516,5.75,0.5,P
546,0.002791,0.464061,0.734432,0.276557,0.270833,5.384444,0.538462,P
18219,0.077408,0.561816,0.583567,0.057522,0.119141,6.261455,0.213115,N
108,0,0.410424,0.777778,0,0.148148,6.010309,0.625,P
33689,0.023907,0.476185,0.581495,0.007836,0.219425,6.912825,0.31694,N
9591,0.018657,0.5539,0.756647,0.108331,0.180371,6.839982,0.588235,N
128,0,0.527439,0.75,0.007813,0.2,5.878261,1,P
127,0.009456,0.524823,0.740158,0,0.00813,4.166667,1,P
4241,0.004077,0.504575,0.708559,0.276586,0.154122,6.073001,0.441861,P
255,0,0.50384,0.74902,0,0.2,5.925764,1,P
471,0.000692,0.469571,0.730361,0,0.285714,6.246377,0.3,P
796,0.000999,0.422866,0.655779,0,0.128205,6.705545,0.4,P
28,0,0.471264,0.678571,0,0.105263,2.75,1,P
1804,0.029388,0.490474,0.731153,0.004435,0.119565,5.779209,0.636364,N
646,0.005269,0.488876,0.682663,0.004644,0.122642,6.492341,0.769231,N
743,0.001721,0.465864,0.685061,0.001346,0.2,5.213849,0.7,P
5206,0.008812,0.402792,0.627737,0.006915,0.158228,5.664779,0.6,P
271,0.001613,0.477419,0.682657,0,0.352941,5.315353,0.888889,P
4926,0.005077,0.533797,0.567398,0.087698,0.201117,6.263216,0.666667,P
7414,0.014004,0.537337,0.717427,0.116671,0.194657,6.598119,0.441177,N
36,0.011236,0.550562,0.694444,0,0.2,4.916667,1,P
24206,0.104383,0.587478,0.561142,0.024292,0.272912,6.286494,0.220149,N
901,0.001411,0.460019,0.678135,0,0.284211,5.543597,0.518519,P
20295,0.054975,0.58677,0.579798,0.024932,0.295024,6.322026,0.232932,N
496,0.004644,0.483746,0.699597,0,0.357143,5.723404,0.7,P
110,0,0.41844,0.672727,0.009091,0,5.68,0,P
924,0.000907,0.478221,0.722944,0.126623,0.137931,5.884882,0.625,P
28,0,0.546667,0.642857,0,0,3.2,0,P
17012,0.033411,0.346482,0.450388,0.281272,0.088769,6.429225,0.484849,P
24,0,0.545455,0.833333,0,0.666667,5.166667,1,P
415,0.004016,0.440763,0.681928,0,0.046154,6.018237,0.666667,P
3557,0.001405,0.483686,0.741917,0.00984,0.246753,6.143023,0.473684,P
641,0,0.484198,0.712949,0,0.108696,5.970472,0,P
80,0,0.452055,0.7,0.1875,0.028571,4.813559,1,P
14284,0.003897,0.415526,0.698474,0.00112,0.156672,4.95665,0.346361,P
307,0.001097,0.493421,0.820847,0.371336,0.019608,5.878788,1,P
6399,0.01609,0.518608,0.596031,0.03438,0.092537,6.868786,0.483871,N
227,0,0.592466,0.674009,0.008811,0.25,5.553192,1,N
1341,0.002063,0.545374,0.765846,0,0.048193,5.980409,0.125,N
185,0,0.547672,0.702703,0,0.538462,5.345679,0.928571,P
636,0.002284,0.547116,0.839623,0,0.36,5.839378,0.666667,P
219,0,0.491833,0.716895,0.018265,0.023256,5.847953,1,P
383,0,0.456081,0.587467,0,0.098765,4.811024,0.375,P
82,0,0.41206,0.719512,0,0.045455,6.278689,0,P
40,0,0.372093,0.725,0,0,5.242424,0,P
500,0.002833,0.410765,0.712,0.002,0.096552,4.895377,0.571429,N
296,0.011407,0.555133,0.726351,0.003378,0.021277,5.722689,0,P
281,0.007874,0.458268,0.686833,0,0.178082,5.885845,0.769231,P
165,0,0.601432,0.781818,0,0.444444,5.090278,0.25,P
31,0,0.478261,0.580645,0,0.4,6.107143,0.75,P
1339,0.002152,0.54318,0.716206,0.009709,0.147541,4.950467,0,N
2147,0.004644,0.473899,0.689334,0.001863,0.160377,6.427692,0.647059,N
11044,0.060725,0.588795,0.679826,0.00833,0.363946,6.366492,0.233645,N
282,0.001475,0.461652,0.70922,0,0.15,6.618605,0.333333,P
1040,0.000364,0.508376,0.7125,0,0.029457,6.183115,0.894737,P
153,0.020595,0.540046,0.75817,0,0.133333,7.069565,1,N
80,0,0.465116,0.7,0,0,5.506849,0,P
1546,0.176099,0.629903,0.661061,0.005175,0.028871,5.352594,0.159091,N
88,0,0.411765,0.875,0,0,3.573771,0,P
158,0.002564,0.479487,0.727848,0.056962,0.2,5.961832,0.75,P
411,0.002165,0.404762,0.610706,0,0.272727,6.309148,0.777778,P
1510,0.002887,0.526341,0.761589,0.003311,0.217391,6.809576,0.4,N
29234,0.038445,0.57113,0.689745,0.020387,0.224574,7.30667,0.42069,N
448,0.006906,0.532459,0.870536,0,0.055556,5.565553,1,P
603,0.003056,0.489609,0.782753,0,0.054054,8.070866,0,N
2194,0.004295,0.453221,0.659982,0,0.139785,5.483038,0.384615,P
620,0.008392,0.504196,0.682258,0.006452,0.028571,6.310638,1,P
1010,0,0.442252,0.729703,0.285149,0.094118,6.088276,0.625,P
1440,0.018925,0.55564,0.722222,0.036111,0.318182,7.099029,0.619048,N
629,0.001237,0.468151,0.753577,0.214626,0.14,5.478936,0.714286,P
2415,0.011177,0.48634,0.711387,0.001656,0.140741,6.614786,0.263158,P
360,0.004367,0.441048,0.691667,0,0.183674,5.293893,0.555556,P
440,0.017341,0.589595,0.781818,0.006818,0.2,6.735695,0.333333,N
8986,0.010388,0.47118,0.628088,0.001781,0.100642,6.46084,0.425532,N
34,0,0.452632,0.794118,0,0.1,5.647059,1,P
519,0,0.407161,0.612717,0,0.288889,5.962865,0.384615,P
197,0,0.516605,0.802031,0,1,6.36527,1,N
47,0.008065,0.451613,0.659575,0.06383,0.2,5,1,P
96,0,0.553279,0.760417,0,0.225807,5.367089,0.714286,P
238,0,0.474259,0.693277,0.47479,0.045455,6.204301,0.5,P
216,0.003807,0.478426,0.861111,0,0.142857,5.333333,0,P
482,0.004535,0.538171,0.778008,0.024896,0.113636,6.18677,0.6,N
106,0.00329,0.490132,0.783019,0,0.333333,6.621951,1,P
3313,0.013486,0.531131,0.747661,0.033806,0.263736,6.328989,0.645833,N
28,0,0.72549,0.5,0.071429,0.1,4,1,P
924,0.001103,0.454779,0.786797,0.030303,0.127273,5.506329,0.571429,P
2448,0.006676,0.56416,0.772876,0.003677,0.151515,6.848753,0.2,N
571,0.000721,0.444124,0.702277,0.001751,0,6.123967,0,P
5890,0.006364,0.396906,0.576401,0.247199,0.092754,6.467206,0.546875,P
65,0,0.445055,0.753846,0.6,0.2,5.306452,1,P
248,0.001736,0.435764,0.629032,0,0.106383,5.161111,0.8,P
931,0.003893,0.45026,0.669173,0.001074,0.12,6.577657,0.333333,P
238,0.004059,0.418133,0.831933,0.071429,0.2,5.383838,0.75,P
344,0,0.48394,0.796512,0,0.238095,5.869889,0.4,P
4911,0.002701,0.456785,0.747098,0.062106,0.140639,5.155679,0.272727,P
1041,0.022886,0.541117,0.642651,0.004803,0.102041,5.261329,0.2,N
19423,0.016934,0.448187,0.898986,0.002162,0.39738,7.748173,0.428571,N
30,0,0.478873,0.6,0,0,5.565217,0,P
87,0.004219,0.510548,0.701149,0,0.5,6.48052,1,P
102,0,0.409091,0.568628,0,0.076923,5.459016,0,P
460,0.003356,0.505034,0.734783,0,0.24,6.39951,0.166667,P
554,0,0.493733,0.749098,0,0.086957,6.234234,1,P
34,0,0.421875,0.558824,0,0,6.473684,0,P
3191,0.013769,0.565655,0.798496,0.028518,0.240158,5.661527,0.491803,N
3092,0.00388,0.462609,0.683053,0.223803,0.146789,5.94513,0.34375,P
1765,0.000799,0.496904,0.777337,0.131445,0.194245,5.687597,0.592593,P
172,0,0.462185,0.825581,0,0.2,5,0.75,P
62,0,0.482993,0.629032,0,0.25,5.943396,0,P
2381,0.005897,0.52401,0.690886,0.046619,0.311111,6.007353,0.071429,N
6551,0.006072,0.544394,0.6196,0.046558,0.042065,6.119289,0.272727,N
171,0.007634,0.427481,0.643275,0,0.2,5.783333,0.666667,P
23,0,0.553571,0.608696,0,0.25,6.428571,1,P
4041,0.012913,0.365558,0.691166,0.003217,0.451613,5.260557,0.445055,N
238,0.004292,0.474964,0.756303,0,0.25,6.432836,1,P
95,0,0.533632,0.631579,0,0,5.567164,0,P
59,0,0.396947,0.576271,0,0,4.833333,0,P
93,0,0.393258,0.688172,0,0.142857,5.681159,1,P
35,0,0.565217,0.514286,0,0,5.5,0,P
152,0,0.434375,0.578947,0,0.066667,6.189189,1,P
93,0,0.510638,0.752688,0.064516,0.055556,5.717949,1,P
540,0.000677,0.46784,0.666667,0.009259,0.031008,4.930556,0,P
3813,0.017292,0.545252,0.795174,0.008392,0.155612,6.960432,0.327869,N
483,0.00362,0.441629,0.610766,0,0.25,6.30914,0.571429,P
165,0,0.484787,0.745455,0,0.326923,5.44,0.882353,P
1621,0.000487,0.473684,0.707588,0.361505,0.102041,5.896698,0.666667,P
691,0.00597,0.505672,0.667149,0.078148,0.118644,5.818182,0.142857,P
52,0,0.483444,0.846154,0,0.2,6.444444,1,P
407,0,0.485339,0.739558,0.036855,0.290323,5.232558,0.555556,P
124,0,0.454887,0.677419,0,0.1,6.511905,1,P
53,0,0.364407,0.735849,0,0.235294,5,0.5,P
66,0,0.449664,0.69697,0,0.125,5.614035,0.5,P
114,0.003521,0.5,0.719298,0,0,6.529412,0,N
721,0.003238,0.522865,0.898752,0.004161,0.090909,7.14262,0,N
722,0.005396,0.533573,0.666205,0.006925,0.144928,5.350807,0.1,P
1197,0.001097,0.510234,0.654971,0.004177,0.075758,5.331063,0.5,P
42,0,0.5,0.714286,0,0.142857,5.514286,1,P
31,0,0.444444,0.806452,0,0,3.346154,0,P
683,0.002622,0.566335,0.764275,0,0.053435,5.882883,0.285714,N
212,0.003718,0.47026,0.70283,0,0.086957,5.211429,1,P
382,0,0.449367,0.683246,0,0.142857,5.472924,1,P
48,0,0.46087,0.666667,0,0.333333,5.65,1,P
12861,0.015161,0.521433,0.64093,0.027447,0.176976,6.085029,0.436893,N
2747,0.000666,0.467785,0.728431,0.444485,0.108209,6.01779,0.758621,P
614,0.001875,0.414375,0.675896,0.083062,0.077519,5.477169,0.6,P
3404,0.007768,0.435912,0.665394,0.2547,0.128253,5.685652,0.782609,P
75,0,0.45946,0.693333,0,0.166667,4.761905,1,N
1793,0.003534,0.436874,0.718907,0.427775,0.223464,5.800509,0.525,P
1156,0.003393,0.514761,0.666955,0.021626,0.066116,6.559748,0.625,N
280,0,0.607649,0.707143,0.014286,0.052632,8.74359,0.333333,N
467,0.001681,0.417647,0.599572,0.162741,0.044776,5.383285,1,P
36,0,0.539474,0.638889,0,0,4.866667,0,P
231,0,0.496599,0.731602,0.047619,0.192308,5.597826,0.8,P
1253,0.00583,0.569406,0.837191,0.005587,0.3125,7.948217,0.6,N
303,0.001217,0.447689,0.716172,0,0.555556,6.374486,0.6,P
1102,0.00241,0.424096,0.685118,0.018149,0.155251,5.306633,0.764706,P
88,0,0.53304,0.772727,0.170455,0.125,6.086957,1,P
2864,0.012747,0.52567,0.838338,0.010475,0.223776,5.591226,0.34375,N
9052,0.002721,0.456182,0.753204,0.763257,0.165316,5.793052,0.617647,P
822,0,0.494397,0.749392,0,0.166667,6.665511,0.2,P
1311,0.005153,0.690052,0.370709,0.000763,0.025709,5.509769,0.482759,N
2802,0.010538,0.462308,0.696288,0.001071,0.219512,5.735896,0.407407,P
167,0.012346,0.498765,0.730539,0,0.272727,6.24812,1,P
2114,0.0347,0.580442,0.791864,0.011353,0.082474,6.982854,0.125,N
6885,0.013883,0.477928,0.647785,0.003341,0.120567,6.110118,0.235294,N
1153,0.000338,0.474966,0.706852,0,0.098592,5.882431,0.571429,P
287,0.001508,0.642534,0.651568,0.010453,0.06367,5.727749,0.647059,N
292,0,0.446645,0.784247,0,0.24359,5.284483,0.947368,P
736,0.001147,0.48996,0.658967,0.014946,0.086022,5.428571,0.75,P
545,0,0.469051,0.73211,0,0.294118,6.548781,0.2,P
1245,0.00282,0.348684,0.503614,0.000803,0.164634,5.254335,0.555556,N
677,0.011526,0.406916,0.911374,0.001477,0.473684,7.378689,0.444444,N
913,0.000909,0.462273,0.668127,0,0.22293,5.260479,0.657143,P
225,0,0.487047,0.755556,0,0.125,5.613636,0.666667,P
171,0,0.369928,0.654971,0,0.297297,6.044444,0.727273,P
37,0,0.511364,0.837838,0,0.059406,5.294118,1,P
405,0,0.52819,0.693827,0.004938,0.428571,5.940984,0,N
29349,0.017723,0.524652,0.690961,0.010801,0.147387,6.223186,0.395349,N
401,0.001921,0.457253,0.725686,0,0.275862,6.354037,0.375,P
21672,0.003212,0.494034,0.667359,0.059155,0.18117,5.921936,0.476378,P
235,0,0.435514,0.6,0,0.090909,6.449735,0.5,P
2089,0.014476,0.489102,0.757779,0.003351,0.25,5.683413,0.384615,N
81,0,0.47,0.666667,0,0.111111,5.84127,1,P
576,0,0.484801,0.626736,0.001736,0.211539,5.846523,0.727273,P
827,0.00099,0.495545,0.71705,0,0,6.329749,0,P
4756,0.005088,0.425621,0.719092,0.507149,0.145786,5.792909,0.515625,P
375,0,0.451524,0.642667,0,0.209302,5.644599,0.888889,P
164,0,0.427061,0.756098,0.006098,0.138889,5.215517,0.2,P
5171,0.001464,0.44821,0.69387,0.445949,0.166924,5.861044,0.611111,P
1462,0.001755,0.492855,0.735978,0,0.034772,6.082255,0.862069,N
286,0.012121,0.489394,0.615385,0.020979,0.173913,6.718391,0.5,P
16551,0.014122,0.471181,0.801402,0.023322,0.304455,5.760016,0.256098,N
244,0.006897,0.466207,0.75,0,0.277778,5.177632,0.2,P
6591,0.004754,0.406454,0.790775,0.001669,0.064602,4.906182,0.30137,P
358,0.003197,0.477218,0.857542,0.002793,0.1,6.022876,0,N
943,0.014576,0.440935,0.81018,0,0.035714,5.020202,0,P
952,0.00814,0.529915,0.605042,0.391807,0.216495,5.022989,0.285714,N
7535,0.069105,0.546313,0.701526,0.003849,0.309456,6.235109,0.398148,N
156,0,0.569061,0.717949,0,0.021739,5.446809,1,P
37383,0.229517,0.503237,0.727122,0.208945,0.165939,5.848392,0.215311,N
1215,0.00457,0.456124,0.745679,0.01893,0.13253,6.139089,0.818182,P
109,0,0.551471,0.633028,0,0.033333,5.068493,0.5,P
859,0.004348,0.517874,0.67404,0.002328,0.058824,6.173184,0.666667,N
668,0.024513,0.50195,0.727545,0.016467,0.272727,6.682119,0.447155,N
1054,0.004324,0.535856,0.708729,0.019924,0.166667,7.558458,0.6,N
985,0.007692,0.422051,0.899492,0.001015,0.625,8.175419,0.5,N
458,0.000955,0.490927,0.679039,0.106987,0.2,5.771261,0.285714,P
158,0,0.480198,0.721519,0,0.212121,4.864407,0.571429,P
137,0.011364,0.563636,0.934307,0,0.166667,9.740741,0.5,N
284,0,0.406408,0.901409,0,0.019608,4.697872,1,P
4775,0.003755,0.523468,0.765655,0.011518,0.170213,6.241042,0.458333,P
474,0.006673,0.435653,0.609705,0.00211,0.069565,5.837535,0.75,P
